User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAXUOQHHIXW5RNDF2F,2021-03-03T06:53:15Z,s3.amazonaws.com,CreateBucket,us-east-1,67.169.69.233,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""test-udacity-cloud-trail""}]",0C3BBEA4F6BED6CB,405bb2a7-c5ab-4185-9d7e-c6d04facb363,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:42Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:524959562287:trail/Udacity_Trail""}]",d3e6b48a-f837-4fad-b722-cbb3bd285357,42e138c0-de9c-4ffd-a845-96f3ba9b4808,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:42Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:524959562287:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-524959562287-350acbc6""},{""resourceType"":""AWS::KMS::Key"",""resourceName"":""arn:aws:kms:us-east-1:524959562287:key/b4d2d6b0-9614-4a26-831b-eb1e42d3b26e""}]",6f0ecacc-09b5-4a4b-8d75-6066ed3dc9f4,4ea3a7b4-64a9-42bb-bdaf-990ddeb01a78,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:42Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:524959562287:trail/Udacity_Trail""}]",250e3465-212a-4f1a-a79c-3e28d8e45351,6a3bc654-7de8-4ec6-aa34-25230c048088,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:42Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,67.169.69.233,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",8b780548-f4a1-4bb3-8c95-f8f293dd6b3e,72e31646-62a6-4cf8-b7fc-4af470336133,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:41Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,67.169.69.233,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.955 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-524959562287-350acbc6""}]",B365EC84146A01F3,2969661d-9162-4c9f-abd2-0c0937d6004b,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:41Z,s3.amazonaws.com,CreateBucket,us-east-1,67.169.69.233,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.955 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-524959562287-350acbc6""}]",00A1070488EEB50E,50f3bf33-4c40-4457-800a-492b5e2c6b48,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:41Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,67.169.69.233,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.955 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-524959562287-350acbc6""}]",9BE4D27B4AABBBDB,6bc8a913-c363-4e9f-88eb-c69ba2aeda86,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:41Z,kms.amazonaws.com,CreateAlias,us-east-1,67.169.69.233,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.955 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation",,[],68a01945-c248-40be-8c5c-c527bcc8e063,c073ddb2-7946-4358-bfda-cfc424701179,FALSE,AwsApiCall,524959562287,Management
CloudTrail,ASIAXUOQHHIXYGWL4NMH,2021-03-03T06:50:41Z,kms.amazonaws.com,CreateKey,us-east-1,67.169.69.233,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.955 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation",,"[{""resourceType"":""AWS::KMS::Key"",""resourceName"":""b4d2d6b0-9614-4a26-831b-eb1e42d3b26e""}]",10e81c75-31bc-4720-9a8f-909b8e94d760,d9669027-20a3-4140-818c-709d0838057f,FALSE,AwsApiCall,524959562287,Management
